# sinyal uji sintetis - bukan rekaman pasien - 250 Hz, target ~78 BPM
time_s,mV
10.7320,0.0066
10.7360,-0.0103
10.7400,0.0021
10.7440,-0.0057
10.7480,0.0048
10.7520,0.0105
10.7560,0.0004
10.7600,-0.0008
10.7640,0.0014
10.7680,-0.0227
10.7720,0.0059
10.7760,0.0043
10.7800,0.0013
10.7840,-0.0030
10.7880,-0.0056
10.7920,-0.0014
10.7960,0.0093
10.8000,-0.0008
10.8040,0.0103
10.8080,-0.0198
10.8120,-0.0035
10.8160,0.0021
10.8200,-0.0001
10.8240,-0.0127
10.8280,-0.0051
10.8320,0.0096
10.8360,-0.0099
10.8400,-0.0076
10.8440,-0.0084
10.8480,-0.0042
10.8520,0.0049
10.8560,0.0046
10.8600,-0.0156
10.8640,0.0112
10.8680,-0.0045
10.8720,-0.0045
10.8760,0.0131
10.8800,0.0007
10.8840,-0.0051
10.8880,0.0074
10.8920,0.0227
10.8960,0.0460
10.9000,0.0822
10.9040,0.1175
10.9080,0.1226
10.9120,0.0970
10.9160,0.1014
10.9200,0.0417
10.9240,0.0261
10.9280,0.0109
10.9320,0.0096
10.9360,-0.0014
10.9400,0.0038
10.9440,0.0162
10.9480,0.0007
10.9520,-0.0083
10.9560,0.0025
10.9600,-0.0062
10.9640,-0.0028
10.9680,0.0013
10.9720,0.0002
10.9760,-0.0197
10.9800,-0.0541
10.9840,-0.0980
10.9880,-0.0507
10.9920,0.2127
10.9960,0.7137
11.0000,1.0588
11.0040,0.7147
11.0080,0.2292
11.0120,0.0025
11.0160,-0.1110
11.0200,-0.1702
11.0240,-0.1866
11.0280,-0.1199
11.0320,-0.0774
11.0360,-0.0128
11.0400,0.0043
11.0440,0.0032
11.0480,0.0051
11.0520,-0.0038
11.0560,-0.0001
11.0600,0.0017
11.0640,0.0032
11.0680,0.0054
11.0720,-0.0015
11.0760,-0.0053
11.0800,-0.0042
11.0840,0.0035
11.0880,-0.0122
11.0920,-0.0086
11.0960,-0.0013
11.1000,-0.0011
11.1040,0.0031
11.1080,-0.0122
11.1120,0.0103
11.1160,0.0177
11.1200,0.0347
11.1240,0.0258
11.1280,0.0544
11.1320,0.0798
11.1360,0.1030
11.1400,0.1347
11.1440,0.1621
11.1480,0.1753
11.1520,0.2168
11.1560,0.2350
11.1600,0.2523
11.1640,0.2847
11.1680,0.2748
11.1720,0.2714
11.1760,0.2651
11.1800,0.2446
11.1840,0.2359
11.1880,0.2041
11.1920,0.1829
11.1960,0.1460
11.2000,0.1104
11.2040,0.0981
11.2080,0.0632
11.2120,0.0467
11.2160,0.0346
11.2200,0.0252
11.2240,0.0259
11.2280,0.0063
11.2320,0.0096
11.2360,0.0040
11.2400,-0.0071
11.2440,-0.0070
11.2480,-0.0009
11.2520,0.0036
11.2560,0.0027
11.2600,0.0038
11.2640,0.0004
11.2680,-0.0034
11.2720,0.0033
11.2760,-0.0077
11.2800,-0.0103
11.2840,-0.0026
11.2880,-0.0110
11.2920,-0.0040
11.2960,-0.0058
11.3000,-0.0043
11.3040,-0.0003
11.3080,-0.0062
11.3120,-0.0033
11.3160,-0.0132
11.3200,0.0011
11.3240,-0.0068
11.3280,0.0031
11.3320,-0.0218
11.3360,-0.0062
11.3400,0.0019
11.3440,-0.0188
11.3480,-0.0028
11.3520,0.0007
11.3560,0.0008
11.3600,-0.0115
11.3640,0.0018
11.3680,0.0011
11.3720,-0.0075
11.3760,0.0057
11.3800,-0.0004
11.3840,0.0001
11.3880,-0.0035
11.3920,0.0042
11.3960,0.0008
11.4000,0.0088
11.4040,0.0035
11.4080,-0.0048
11.4120,-0.0017
11.4160,0.0071
11.4200,-0.0028
11.4240,0.0030
11.4280,0.0040
11.4320,-0.0014
11.4360,-0.0180
11.4400,0.0010
11.4440,0.0017
11.4480,0.0010
11.4520,-0.0059
11.4560,0.0093
11.4600,-0.0010
11.4640,-0.0048
11.4680,-0.0055
11.4720,0.0028
11.4760,-0.0084
11.4800,-0.0077
11.4840,0.0155
11.4880,0.0101
11.4920,0.0082
11.4960,0.0106
11.5000,0.0046
11.5040,-0.0130
11.5080,0.0092
11.5120,0.0096
11.5160,0.0038
11.5200,-0.0151
11.5240,0.0096
11.5280,0.0106
11.5320,-0.0038
11.5360,0.0010
11.5400,0.0060
11.5440,-0.0007
11.5480,0.0085
11.5520,0.0006
11.5560,0.0054
11.5600,0.0007
11.5640,-0.0115
11.5680,-0.0077
11.5720,0.0245
11.5760,0.0022
11.5800,0.0102
11.5840,0.0088
11.5880,0.0133
11.5920,0.0043
11.5960,-0.0046
11.6000,0.0001
11.6040,-0.0149
11.6080,-0.0015
11.6120,0.0070
11.6160,-0.0168
11.6200,0.0015
11.6240,0.0064
11.6280,0.0103
11.6320,-0.0072
11.6360,-0.0051
11.6400,-0.0145
11.6440,-0.0077
11.6480,0.0050
11.6520,0.0192
11.6560,0.0003
11.6600,0.0331
11.6640,0.0484
11.6680,0.0714
11.6720,0.1211
11.6760,0.0998
11.6800,0.1130
11.6840,0.0911
11.6880,0.0750
11.6920,0.0456
11.6960,0.0318
11.7000,0.0063
11.7040,0.0092
11.7080,0.0110
11.7120,0.0041
11.7160,0.0028
11.7200,-0.0014
11.7240,-0.0032
11.7280,-0.0096
11.7320,0.0152
11.7360,-0.0035
11.7400,-0.0173
11.7440,-0.0082
11.7480,-0.0451
11.7520,-0.0900
11.7560,-0.0583
11.7600,0.1002
11.7640,0.5415
11.7680,1.0065
11.7720,0.8760
11.7760,0.3494
11.7800,0.0462
11.7840,-0.0418
11.7880,-0.1376
11.7920,-0.1864
11.7960,-0.1353
11.8000,-0.0757
11.8040,-0.0233
11.8080,-0.0014
11.8120,0.0053
11.8160,0.0051
11.8200,0.0110
11.8240,0.0078
11.8280,0.0105
11.8320,-0.0039
11.8360,-0.0000
11.8400,-0.0056
11.8440,0.0075
11.8480,0.0066
11.8520,-0.0034
11.8560,0.0050
11.8600,0.0213
11.8640,0.0112
11.8680,-0.0060
11.8720,0.0037
11.8760,0.0121
11.8800,0.0110
11.8840,0.0203
11.8880,0.0348
11.8920,0.0395
11.8960,0.0430
11.9000,0.0754
11.9040,0.0911
11.9080,0.1181
11.9120,0.1407
11.9160,0.1636
11.9200,0.1936
11.9240,0.2273
11.9280,0.2443
11.9320,0.2481
11.9360,0.2874
11.9400,0.2703
11.9440,0.2664
11.9480,0.2612
11.9520,0.2170
11.9560,0.2202
11.9600,0.1751
11.9640,0.1569
11.9680,0.1197
11.9720,0.0998
11.9760,0.0754
11.9800,0.0554
11.9840,0.0257
11.9880,0.0165
11.9920,0.0187
11.9960,0.0235
